"dress_leisure","dress_work","fit_top","fit_bottom","highlight","cover","body_shape","eyes","hair","size_top","size_bottom","size_footwear","size_bra","size_cup","height","weight","focus","adventurous","styles","prices","avoid","footwear","footwear_priority","footwear_families","job","birthdate","is_mother"
2,2,1,1,,,4,3,3,3,3,4,2,"DD","160.02","60.38",5,1,"1,6",1,,4,4,,14,1985-01-31,"true"
2,1,3,3,,"2,3,4,5",2,3,3,6,7,3,5,,163,86,5,3,"6,4",1,"5,7,8,9",,,,14,1974-02-04,"false"
2,1,2,2,"1,4","2,5",2,3,6,5,5,3,6,"C",158,88,4,3,"4,6",1,"1,5",4,"1,10",4,14,1981-02-09,"true"
1,1,3,1,,,1,3,4,4,4,1,4,"B","149.86","72.64","4,3",4,,1,,1,1,,12,1977-09-02,"true"
2,1,3,2,"1,3","5,4",2,4,3,4,5,2,3,"F",161,69,"3,5",4,"3,4",1,"7,9,8",,,,2,1983-03-18,"false"
2,1,3,1,"1,3,5",,2,3,2,3,4,3,4,"D",164,62,"1,5",3,"5,1",1,8,3,"1,10",5,7,1981-09-29,"true"
4,1,1,1,"2,3,5",,5,6,2,3,3,6,3,"C",173,66,4,3,"6,4",1,8,"3,4,2","4,6,1,10",1,2,1973-03-28,"true"
2,1,1,1,,"1,3,5",5,4,2,2,2,2,1,"C",168,55,"3,5",5,"1,5",1,1,1,4,5,9,1987-07-15,"true"
1,1,3,1,1,5,4,5,2,5,5,5,5,"D",175,82,4,5,"6,2",1,7,1,"4,6,1,10",5,5,1987-02-26,"true"
1,1,1,1,,,1,3,2,4,4,4,2,"A",168,45,"1,4,3",5,5,1,"2,9",,,,7,1976-06-13,"true"
2,1,2,2,,5,1,5,5,2,2,2,3,"B",164,52,"3,2",2,5,1,9,,,,13,1989-08-17,"false"
1,4,3,2,,4,2,3,6,4,3,0,4,"C",145,54,"5,2,1",2,5,1,"1,7,9,5",,,,4,1977-01-18,"true"
2,1,3,2,,4,1,4,3,3,4,4,4,"B",165,66,"1,4",5,"6,5",1,6,"3,2,1","10,6,1","5,6",13,1984-01-13,"true"
2,1,1,1,,,3,3,2,4,3,3,3,"F","170.18","66.28","2,3",4,"5,6",2,8,2,"4,6,1",,2,1968-06-21,"true"
2,4,1,1,"1,3",,2,1,3,5,6,4,4,"D",171,80,"1,5,2",3,5,1,8,3,4,5,14,1988-01-07,"true"
2,4,2,1,3,,6,4,2,3,3,3,3,"B",168,57,"2,4,3",5,1,1,,2,1,3,13,,"true"
4,3,3,1,3,,5,1,6,2,2,3,3,"C",168,50,"3,5",4,"1,5",2,"7,8,5",1,4,5,10,2003-06-01,"false"
2,2,2,1,,2,2,3,5,3,3,4,3,"C",165,72,5,5,"5,6",1,"7,8,9,3",,,,13,1995-06-23,"false"
4,1,2,2,1,"3,4",1,3,3,4,4,6,4,"C",172,70,"3,4",3,"5,6",1,,1,1,5,4,1975-02-08,"true"
2,1,1,1,,,5,5,3,3,3,4,3,"A",170,55,"3,5",3,5,1,"8,7,5,1",2,"1,10",5,9,1980-01-07,"true"
3,2,3,1,5,"2,1,4",4,5,3,6,5,2,5,"C","154.94","82.63","5,3,1",5,5,3,3,1,6,5,5,1975-01-26,"false"
1,1,3,1,,2,6,1,4,6,6,4,5,"D","142.24","68.1","1,5",3,"5,6",1,,"3,4,2,1","6,1","2,3",2,1984-05-16,"true"
4,1,3,1,5,4,6,5,2,5,5,7,6,"C",178,80,"3,4,1",2,"2,3",2,"7,8,9,6",,,,4,1979-10-29,"false"
2,2,1,1,5,,4,5,5,1,1,4,3,"A",170,52,"5,3",1,1,1,7,1,1,5,8,1989-02-12,"true"
4,2,1,1,"1,5",,4,1,2,2,2,3,3,"B",163,60,"4,3,2",1,5,2,"2,7,8,9",,,,14,1967-09-27,"true"
1,1,1,1,"3,1",4,2,4,3,5,6,3,5,"D","167.64","70.82","1,4",2,"6,1",1,5,"1,2","1,3","1,4,3,6",6,1990-05-03,"true"
2,2,2,1,,,5,5,5,4,3,3,2,"FF","162.56","64.47","3,5",2,1,1,8,2,10,,4,1984-07-31,"true"
2,1,2,1,5,"1,2",3,6,2,3,3,3,3,"D",165,47,"2,5,3",2,1,1,"6,7,9",,,,2,1965-09-13,"true"
2,4,3,2,,,2,1,2,7,6,5,5,"E","175.26","86.26",5,5,"2,6",2,8,"1,3,4","6,1,10,3,4","5,6",2,1959-12-27,"true"
2,2,2,2,,4,6,5,2,5,4,4,3,"C",171,58,"4,5",5,"5,1",2,,"1,3","1,4,6",5,14,1971-05-28,"true"
2,1,3,3,,"2,4,5",2,1,2,4,6,3,5,"B",160,84,"2,3,1",5,"1,2",2,5,2,4,3,12,1974-03-19,"false"
4,3,3,3,"1,3",,2,4,5,8,8,4,8,"E","162.56","138.92","1,5,3",5,3,1,"2,4",3,1,,3,1995-04-18,"false"
1,2,3,1,2,5,4,5,5,2,2,4,1,"C",164,53,"4,1",3,"4,5",1,"5,8,9,7",,,,5,1986-09-06,"true"
1,1,2,1,"1,4",,2,5,3,5,5,7,7,"B",168,69,"1,5,4",3,"1,2",1,"2,7,8",2,"1,10","3,5",14,1994-05-09,"true"
1,1,3,2,"1,4","5,3",2,5,3,8,8,6,7,"D",160,110,"4,3",2,"1,6",2,"5,7",2,"4,6","1,2",10,1985-01-07,"true"
4,1,3,1,"4,5",2,6,1,6,5,5,4,4,"D","165.1","68.55","1,5",4,3,1,"2,7,5,9,4",,,,2,1966-10-07,"true"
1,3,1,3,"3,4",2,5,4,6,3,3,6,2,"B",167,61,"5,2",3,3,1,8,2,"6,4,1,10,3","4,5",10,2001-02-02,"false"
1,1,3,3,,"1,2,3,4,5",2,3,5,7,7,6,5,"FF","170.18","95.34","1,5",2,"2,5",1,5,2,"1,4","1,4",2,1981-05-30,"false"
1,1,2,3,,3,1,4,3,6,8,7,7,"D",180,117,"4,3",1,"1,5",1,"9,5,6,7,8",,,,11,1981-11-23,"false"
4,2,1,2,1,"2,3",2,2,2,5,6,4,7,"C",167,85,3,4,"2,5",2,"3,8",4,"4,1","1,4",4,1968-09-08,"true"
1,2,2,1,,4,6,1,3,3,2,3,4,"B",169,61,"4,5,3",3,"5,6",1,"8,7",1,6,,4,1988-05-17,"true"
1,4,1,1,,,4,4,2,4,4,4,4,"DD","162.56","65.83","3,5,4",,4,1,,"2,3","4,1,10","5,6,3",11,1992-06-01,"false"
1,1,3,1,,,2,3,1,7,8,4,4,"E",158,87,"1,5,2",,"1,4",1,"1,5",2,"1,6,4",5,14,1982-08-30,"false"
1,4,3,3,,"4,5",6,4,3,5,4,4,4,"D","157.48","59.47","1,5",1,"1,4",1,,3,1,5,14,1969-09-25,"true"
3,1,2,1,,,4,3,3,2,2,1,2,,160,43,"4,3,2",2,"1,2",1,"5,6,7,8",3,"4,1",4,5,1972-10-02,"false"
2,3,1,1,"1,3","4,5",5,3,6,5,4,5,5,"D",172,77,"5,3",4,5,1,,3,4,,5,1985-01-08,"false"
1,1,3,3,,"2,4,5",2,4,2,7,8,5,7,"B",168,110,"3,5",3,"5,4",1,5,"1,2","6,1,10",5,14,1996-08-29,"false"
1,2,2,1,,"3,5",2,4,2,5,4,2,5,"C","154.94","72.64","1,5,4",3,"3,1",1,5,3,1,"2,1,4,6",2,1967-10-08,"true"
1,3,3,2,,,2,4,2,4,5,3,4,,161,63,"3,4,2",2,4,1,"7,5,9",,,,2,1973-04-25,"true"
4,1,2,1,1,,6,5,2,3,2,3,5,"D",167,61,"3,4,1",5,6,2,,3,1,,2,1981-11-13,"true"
2,1,2,2,,"1,4",6,5,5,3,3,4,4,"C",172,68,"1,4,3",3,"5,1",2,"5,6,9",2,,,2,1980-07-16,"true"
2,4,1,1,"3,4",5,5,2,3,4,5,4,5,"C",173,85,"4,5,3",3,2,1,"5,8",1,1,"6,5",10,1994-06-14,"false"
1,1,2,1,"3,5",,2,3,3,5,6,7,6,"B",172,85,"3,4,2",1,1,1,"7,8",3,"1,10",6,4,1977-06-14,"true"
1,2,2,1,"1,5",4,6,4,5,6,6,6,5,"C","182.88","95.34","1,5,3",3,"5,1",2,"8,7,5,9",,,,13,1975-01-19,"true"
2,4,1,1,,,,4,2,3,3,2,5,,160,65,5,5,2,1,,"2,3","10,1,6,4,3",6,6,1975-02-27,"true"
1,3,3,2,,,1,3,3,3,4,3,4,"B",163,"66.5","4,3",3,"1,4",2,,2,1,6,5,1976-06-12,"true"
3,4,2,2,,,1,5,2,4,5,4,5,"C",172,76,"3,5,2",5,"2,4",1,7,3,1,4,5,1982-05-09,"true"
1,1,3,3,,,2,4,3,6,7,4,7,"D","157.48","77.63",4,5,1,1,8,3,1,6,7,1976-04-22,"false"
2,3,2,1,"3,4",5,4,3,3,3,3,3,4,"B",168,67,"4,1,3",5,"4,6",1,"3,8",3,"4,1",,13,1992-12-10,"false"
2,1,3,1,"3,4",2,5,3,3,6,6,5,5,"F","172.72","86.71","2,5",5,5,1,,2,1,3,6,1985-09-15,"true"
3,2,2,1,"1,3,5","2,4",4,1,6,4,4,6,5,"C",174,68,"5,4,3",3,"6,2",1,,3,"1,10,3",,6,1970-01-29,"true"
3,3,2,1,,,5,3,2,4,4,5,4,"B",158,65,3,2,5,1,"1,7,8,9",,,,14,,"true"
2,3,1,1,"2,3,5",,4,3,3,2,2,2,3,"C",162,54,"4,3",3,"3,5",1,"7,8",4,"6,10",4,14,1981-01-23,"true"
2,4,2,1,"1,2",,2,2,4,4,4,4,6,"B",155,"66,5",3,1,"4,5",1,2,3,10,4,4,1974-09-05,"true"
2,1,2,1,,,2,3,3,8,8,4,6,"DD","160.02","102.6","1,4,3",2,5,1,"8,7","1,2",1,3,9,1974-09-10,"true"
2,4,1,1,,,3,5,2,3,3,2,4,"D","154.94","51.76","1,5,4",1,2,1,7,2,1,3,14,1951-08-20,"true"
1,3,2,1,,1,5,5,3,3,3,3,2,"A","165.1","114.41","4,3",3,5,1,,"2,1,3",1,,4,1984-05-17,"true"
1,1,,,,,,3,6,3,3,2,4,"D",172,61,3,3,"1,5",1,"6,2",3,1,"2,3",6,1969-05-20,"true"
1,3,1,1,"5,2",,3,3,6,3,3,2,3,"DD","152.4","54.93","5,4",4,"6,2",1,2,4,"4,6,1,10","1,4,6,3,5,2",2,1979-01-31,"true"
2,2,2,1,,4,2,6,2,5,5,3,4,"C","165.1","null","2,5",1,"4,5",1,"5,7,9",,,,4,1969-03-14,"true"
3,2,3,3,,"2,3",5,3,5,4,4,3,4,"D","157.48","61.74","2,4",1,"4,6",1,"2,5,8,7,9",,,,14,1981-01-23,"true"
1,4,1,1,4,,5,4,2,2,3,1,2,"A","154.94","55.39","1,4,5",5,6,1,,3,6,,13,1989-01-31,"false"
2,3,3,2,1,"2,4",5,2,3,6,7,7,7,"B","167.64","77.18","4,5,3",1,"3,1",1,,2,1,,4,1982-11-28,"true"
2,3,1,1,3,4,1,3,5,3,3,3,3,"C",168,61,"2,4",3,3,1,2,3,"6,1",4,13,1975-07-31,"true"
2,1,1,3,4,"2,5",5,5,2,8,8,6,7,"C",168,103,"5,1",1,"1,4",1,"5,7,8",1,1,"1,4,6",2,1979-06-23,"false"
1,1,1,1,,2,1,5,4,2,3,1,2,"B","157.48","64.47","1,5",4,"2,6",1,"8,7,2","3,4",1,"5,6",6,1995-11-29,"true"
3,3,3,3,,"2,3,5",1,5,3,5,6,4,3,"B",165,65,"4,3",5,1,1,,2,"6,1,10","3,5",1,1986-06-17,"false"
1,4,3,3,,,5,5,2,8,8,4,8,"C","180.34","92.16",5,5,"1,4",1,"1,5,8,7",1,"1,10","1,2",14,1959-01-10,"true"
2,3,2,3,,,2,3,2,5,6,4,6,"C",164,79,"5,4",3,2,1,,2,1,5,6,1974-01-15,"true"
1,1,2,1,,"2,4,5",1,3,3,3,4,1,2,"B",154,66,"5,3",5,"3,5",1,5,3,1,5,12,1976-12-02,"true"
3,4,2,2,,4,4,4,3,5,5,6,3,"C","175.26","76.27","4,2,1",1,"2,4",3,7,"2,1",1,"6,5",5,1984-07-31,"true"
1,3,3,1,5,2,2,1,5,3,3,3,3,"E","167.64","57.2","2,5",1,"1,4",1,2,4,6,5,13,1976-11-30,"true"
1,4,3,1,"1,5",4,5,6,2,5,5,4,3,,"170.18","82.63","1,5",5,"5,1",1,,2,"4,6","1,2,3,4",14,1983-04-29,"true"
1,1,3,1,,,1,1,6,3,4,3,3,"C","157.48","69.92","1,5,4",4,"1,6",1,8,"1,2","1,6,10","5,4",2,1995-09-30,"false"
4,3,1,1,"3,4,5",,5,3,3,4,5,3,5,"D","null",,"4,3,1",5,"1,3",2,"2,3",3,"1,4","3,5,6",3,1968-09-09,"true"
3,4,3,1,,,2,1,3,6,7,6,6,"B",166,100,"5,4,2",4,"5,4",2,"5,8","2,3,1","4,1,6",3,4,1980-06-20,"true"
2,1,3,3,,,2,5,3,6,6,5,5,"F","175.26","108.96","1,5",4,5,1,,2,6,5,2,1983-02-12,"true"
3,1,2,2,1,,1,3,3,4,4,6,4,"B",180,70,4,5,"1,6",2,,"2,3",6,,14,1984-05-04,"false"
4,1,1,1,"1,3,2,4,5",,1,3,3,3,4,3,3,"B",157,62,"1,5",5,"6,5",1,"2,8","3,2","1,4,10",6,6,1981-02-09,"true"
1,2,2,3,1,"2,5",1,6,2,8,8,6,7,"D","170.18","113.95","3,4",5,"3,5",1,,2,"1,6,3",5,13,1970-08-22,"true"
2,3,2,2,,,4,3,2,6,6,5,5,"D",170,90,"3,2",2,"2,5",2,"7,8,9,5",,,,14,1990-05-07,"true"
2,1,3,1,,,5,5,2,5,5,4,3,"C","154.94","80.81","3,2",4,1,1,1,"3,2",1,"4,6",14,1993-06-16,"true"
1,2,3,1,,4,2,3,3,7,7,4,7,"C","165.1","96.7","4,3",3,"1,5",1,,1,1,4,4,1984-04-21,"true"
3,4,3,1,,"3,5",5,4,2,5,6,5,5,"F",173,88,"5,1,3",1,"2,4",1,"9,7,8",,,,5,1984-11-14,"true"
4,2,2,1,"1,5",,3,2,5,3,3,3,4,"D",165,63,"3,4,1",1,"3,5",1,"4,7,8,9",,,,7,1995-03-27,"false"
2,1,1,1,4,"2,3",1,5,2,6,8,5,7,"C",169,94,"2,5,1",4,"1,5",1,8,1,6,"1,2",14,1991-06-21,"true"
1,1,2,1,"4,5",,5,3,2,3,4,4,4,"B",163,69,"1,5,4",2,"5,6",1,5,3,"1,4",3,2,1988-12-17,"false"
2,2,1,1,"1,3",,4,6,4,2,3,2,2,"D",168,62,"4,2,1",3,"5,3",1,,"2,3",1,4,4,1989-08-30,"true"
2,4,1,2,1,,2,5,2,4,4,4,4,"C",165,72,"1,5",3,"4,5",1,2,"1,3,2","10,1","5,6",6,1994-06-20,"true"
1,1,1,1,3,,5,4,3,3,3,4,3,"C",163,53,"3,4",2,"2,5",2,7,3,"6,10",1,2,1991-07-16,"false"
4,1,1,2,4,"3,5",5,2,3,6,7,7,7,"E",177,95,"4,3,1",3,"5,3",1,,"2,3,1",1,,4,1986-07-25,"true"
2,2,2,2,,"1,4,5",4,5,2,6,4,2,6,"E","162.56","78.09","3,4,5",5,"6,1",1,1,3,"6,1","3,5",4,1967-08-04,"true"
2,1,3,1,5,,6,5,2,4,3,2,3,"D",163,64,4,3,"1,5",1,,1,"6,1,10",5,13,1975-07-21,"true"
1,1,3,1,,"2,3,4,5",2,5,2,7,7,2,5,,"167.64","107.14","1,5",2,"3,1",1,"7,8,5",,,,6,1979-11-30,"true"
2,4,1,1,4,,5,4,3,3,3,4,3,"B",168,57,"4,5,1",3,"6,5",1,"2,8,7",3,"6,1",1,2,1984-01-06,"true"
2,3,3,1,"1,4","2,3,5",1,2,2,4,5,2,3,"D",153,70,"4,3",3,"2,3",1,"7,8,3",2,4,4,5,1981-11-10,"false"
1,4,3,1,"5,4",,1,5,3,4,4,4,4,"B",163,68,"5,1",2,"6,1",2,"6,7,8,9,5",,,,4,1991-11-25,"false"
2,1,2,2,"1,4",,5,3,5,4,5,4,3,"D",167,65,"4,3,1",3,"5,6",1,9,,,,13,1981-07-16,"true"
2,1,2,1,"3,4,5",1,5,3,3,3,4,4,2,"B",167,63,"2,5",3,3,1,"9,7,2,1,8",,,,3,1984-11-04,"false"
1,3,2,2,4,"5,3",1,4,3,2,3,1,4,"B",160,65,"5,2",3,6,1,,3,"4,10",,5,1983-06-09,"true"
2,1,2,1,,"2,4",,4,2,2,2,3,2,"C",163,55,"2,5",5,"3,5",1,3,2,"4,1",,14,1981-08-16,"true"
2,4,2,2,"1,3,4,5",,6,1,6,4,3,4,3,"C",163,62,"4,2",3,5,1,"7,8,9,6,5",,,,13,1975-05-16,"true"
4,4,1,1,"3,5",,4,5,2,1,1,2,2,"B",162,52,"2,4",5,"6,4",1,,"3,2,1","6,10,4,1,3",,3,1983-08-07,"true"
2,1,3,1,"1,3",4,,5,3,4,4,2,5,"C",163,70,"5,3",2,"1,5",1,"7,9,6,4",,,,5,1980-05-10,"true"
1,1,2,1,,"1,4",1,1,3,3,3,4,4,"B",169,67,"5,3",1,"1,2",1,,2,"4,1",5,4,1982-12-08,"true"
4,4,2,1,4,2,5,5,2,3,4,3,4,"B",163,69,"3,5,4",3,"5,6",3,"7,8,9,4",,,,5,1983-12-23,"false"
4,2,2,3,,,5,6,5,4,5,5,4,"E",173,75,"5,4,2",3,"3,6",2,"8,7,9",,,,3,1987-02-03,"false"
3,3,3,2,1,"2,4",2,1,2,8,8,4,9,"FF","162.56","114.41","5,4",1,"4,6",3,,2,1,2,12,1967-05-31,"true"
1,4,3,1,2,"4,5",2,4,2,4,5,4,5,"DD","167.64","63.56","4,3,2",2,"1,5",1,"5,8",4,6,"1,2,3",4,1982-10-22,"true"
1,1,3,2,,"1,2",6,4,1,5,5,3,4,"D","165.1","73.55","4,5,3",1,"1,4",2,,"2,1","6,1","2,3,4,6",2,1959-09-06,"true"
2,3,1,1,5,,2,3,6,2,2,3,3,"A","160.02","53.12","3,4",5,"6,1",2,,"3,4","6,1,10",,2,,"true"
4,3,2,2,,"3,4",2,1,2,4,4,2,3,"E",158,68,"5,2",3,"2,4",3,,3,"4,6,1",,5,1981-08-28,"true"
1,4,2,2,,"1,4",2,4,5,4,4,4,5,"D",163,65,"3,4,1",3,"1,5",2,"1,5,9",,,,4,1976-01-11,"true"
3,3,1,2,4,2,1,5,2,3,3,2,4,"C",160,62,"2,5,1",3,"2,5",2,,2,1,,6,1956-12-19,"true"
1,2,1,1,3,,5,1,4,2,2,3,2,"D","null","47.22","5,4",2,5,1,"2,7,8",3,6,"1,3",14,1950-05-23,
3,1,3,2,5,"1,3",5,3,6,4,3,3,3,"D",162,"57.5","5,4,3",3,"1,2",1,"7,8,9",,,,4,1966-09-21,"true"
1,2,3,1,"4,5,3",2,5,4,3,4,4,3,4,"B","162.56","71.73","1,5,3",4,5,1,"5,7,9,6",,,,14,1966-06-15,"true"
1,1,3,1,,5,2,3,2,6,7,7,5,"B",170,81,"4,3,1",1,1,1,"1,5",1,1,5,3,1974-07-13,"true"
3,4,2,3,1,"3,2,5,4",1,4,2,5,6,7,5,"E",173,98,"5,3,1",4,"1,4",2,"7,8",2,"4,1",,4,1978-03-18,"true"
2,4,1,1,,,2,4,3,5,5,3,5,"C",160,84,5,4,"2,6",1,2,"3,1,4","1,10",6,12,1995-07-15,"true"
2,1,1,1,"1,3,4",2,5,5,2,4,3,3,4,"DD","157.48","63.56",4,4,,1,2,3,10,6,2,,"true"
4,2,3,2,,2,2,3,6,6,6,4,4,"C",158,75,"2,4,3",2,"3,2",1,9,2,1,,6,1967-01-20,"true"
1,1,1,1,1,2,6,3,5,4,4,4,4,"C","172.72","69.92","4,3",4,,2,5,1,"6,1","1,2,3,4,6",5,1981-10-13,"true"
4,3,2,2,1,"2,3,4,5",4,5,4,5,6,4,5,"D",165,90,"4,3,2",2,"6,2",2,"1,8,7,4",3,"1,4",1,4,1986-04-20,"false"
1,1,2,2,1,"2,3,5",5,4,1,7,8,5,5,"C",173,87,"5,1",2,"1,5",1,"7,9",,,,14,1974-07-06,"true"
4,1,3,2,,"3,2",1,3,2,8,8,6,6,"D",165,100,"1,5,3",5,"2,5",1,8,3,1,"3,5,6",6,1975-04-14,"true"
1,1,3,1,,"5,3",2,5,2,3,4,4,6,"C",162,78,"3,5",4,"5,6",1,,"3,2","1,6,10",,11,1987-01-29,"true"
2,4,2,1,,,1,3,6,3,3,3,4,"B",168,54,4,4,"5,1",1,"6,8",3,4,4,12,1973-12-14,"true"
3,4,1,2,,,6,4,4,4,4,4,5,"B",169,73,"4,3",3,"3,5",3,"1,2,4,6,9,3,5",,,,14,1970-04-02,"true"
2,1,1,1,,3,3,5,2,1,2,2,4,,160,48,"3,5",3,"2,5",1,"2,5,6",4,"6,1",6,6,1991-04-14,"true"
2,4,1,1,"1,2",,6,3,5,1,2,4,3,"B",165,55,"3,5",3,"5,3",1,9,,,,4,1981-08-30,"false"
3,1,3,1,,"2,4",4,5,1,5,5,5,4,"A","165.1","70.82","1,5,2",2,4,2,,2,1,1,6,1948-04-08,"true"
2,1,3,3,1,4,2,4,2,6,6,6,5,"D",170,86,"1,5",4,"5,6",1,,3,"4,1,3",6,14,1988-06-10,"false"
1,1,3,3,1,"2,3,4,5",2,5,1,7,7,4,7,"C",168,78,"3,5,1",1,"6,4",1,"2,5",2,1,5,6,1968-04-26,"true"
3,3,2,2,,,5,4,3,5,6,3,4,,170,80,"1,5",1,2,1,8,3,10,3,14,1994-12-26,"false"
1,3,2,1,"1,2,5","3,4",3,4,2,5,3,4,5,"D",168,64,"3,1",2,"2,5",2,7,"3,1","6,1",,4,1978-01-09,"false"
1,1,2,1,,"1,3",5,4,3,3,3,0,3,"B",149,56,"1,5",4,,1,"5,1,7",3,"1,10",,7,1978-02-01,"true"
1,1,3,1,1,"4,3",2,3,3,7,8,6,7,"D",175,90,"1,5",5,"3,1",1,"5,6",2,1,"3,5",3,1985-03-03,"false"
1,1,3,1,,"3,4",5,5,4,6,7,5,7,"DD","165.1","85.35","2,5,3",4,5,1,"5,3",1,4,"1,2,4,6",12,1983-01-04,"true"
2,3,1,3,,,5,3,5,3,3,5,4,"D","165.1","75.82",5,1,1,1,3,3,1,1,13,1974-06-20,"true"
2,1,2,1,3,1,2,1,4,4,4,2,4,"B",159,70,"3,4",2,"1,5",1,8,"1,2","1,10","1,2,3,6",14,1976-09-05,"true"
2,3,1,2,1,4,2,3,3,3,3,4,4,"B",158,63,"3,4,5",5,"2,6",1,5,2,1,1,14,1981-12-01,"true"
3,3,2,1,1,"2,5,4,3",2,4,5,3,3,6,4,"F",174,74,"4,3",3,"2,6",1,7,4,10,,13,1987-06-24,"false"
1,2,1,1,,,2,5,4,3,4,3,2,"B","132.08","51.76","3,4",5,5,1,8,4,"10,6,1",6,6,1994-07-15,"true"
1,1,2,2,,,5,3,4,4,4,4,5,"D",170,74,4,3,"6,1",1,"7,8,9",,,,2,1994-01-30,"false"
2,3,1,3,"1,4",,4,4,3,1,2,2,3,"B",151,45,"1,4,3",3,1,2,"8,2",4,1,"1,5,4",10,2000-03-28,"false"
2,4,2,1,1,,2,5,5,5,4,4,5,"C","160.02","85.35",5,5,1,1,,2,"4,1,10","1,4,2",2,1972-03-26,"true"
2,1,3,1,"3,4,5",,1,2,2,3,3,3,3,,163,59,4,2,"6,4",1,"3,7,6,9",,,,4,1992-11-16,"false"
1,2,1,1,,"3,4,5",2,4,4,5,6,4,4,"DD","167.64","94.43","4,3,2",1,"2,5",1,"7,8,9",,,,10,1974-12-30,"false"
2,1,3,2,1,"2,4",1,5,2,6,6,6,6,"D",168,77,"3,5,2",3,"6,3",1,,3,1,4,4,1973-05-05,"true"
2,1,1,1,,,3,1,3,3,3,4,4,,167,59,"3,1",3,"1,5",1,"1,8,9,7,5,2",,,,3,1969-10-01,"true"
4,2,1,1,"1,3,5",,5,6,1,3,3,3,4,"A",160,60,"1,5",5,5,1,,3,1,,12,1992-09-20,"false"
1,1,3,2,"1,5","2,4",6,1,2,8,5,4,8,"B",159,72,"4,3,2",4,"1,5",1,1,3,1,5,7,1969-07-27,"true"
1,2,1,1,"1,4,5",,2,3,3,1,3,2,1,"B",161,60,"3,4",3,"1,6",1,8,2,"4,1,6,10","4,5",14,2004-11-23,"false"
4,3,1,3,,4,6,3,3,5,4,2,4,"D",166,65,"3,2",3,"3,6",1,,4,6,4,14,1971-06-12,"true"
2,2,1,1,"1,4,5","2,3",5,4,5,4,5,4,5,,160,70,"3,4,5",3,2,3,4,,6,"1,4",5,1995-05-25,"true"
2,1,2,1,"1,5","2,4",2,3,6,3,3,2,3,"B",157,59800,"4,2",4,"5,3",1,,3,1,,14,1968-03-12,"true"
2,3,1,1,,3,5,2,2,2,3,3,3,"D",164,59,"4,3",3,"5,6",1,,3,1,,5,1979-07-26,"true"
2,4,1,1,"3,4,5",,5,1,3,3,2,2,3,"C",157,50,3,3,5,2,,3,"4,1",5,4,1964-11-06,"true"
1,4,1,3,,"2,5",1,3,6,3,3,3,3,"B",156,60,3,3,"3,6",2,"7,9,6",,,,2,1972-06-21,"false"
1,1,2,1,,"2,1,4,5,3",6,3,5,3,3,5,5,"D","165.1","72.19",3,2,4,1,5,1,1,5,12,1989-08-04,"true"
4,1,3,2,1,"2,3,5",2,4,6,6,6,4,7,"D",160,71,"4,3,2",2,2,1,"3,7,8",3,"4,1","1,5",2,1962-03-21,"true"
2,2,2,1,1,,5,3,6,3,3,3,3,"D",160,63,"1,5,4",2,5,1,5,1,"1,10",,12,1975-09-07,"true"
1,1,2,2,1,5,3,6,3,2,4,3,3,"B",162,60,"4,3,1",2,1,1,"1,6,7",2,"1,10","2,3,5",2,1973-04-20,"true"
4,1,3,3,1,4,2,5,3,8,8,7,5,"D",171,80,"3,5",3,5,1,"7,8",1,10,2,14,1973-09-29,"true"
2,2,2,1,,"1,2,4",2,4,3,6,4,3,5,"DD","157.48","69.01","3,1",4,"3,5",1,"1,5",3,6,"1,4",3,1970-02-27,"true"
2,1,3,3,1,"4,5",6,3,6,4,5,6,6,"D",162,85,"5,4,3",4,6,1,7,1,4,2,5,1987-07-18,"true"
2,1,1,1,"1,3,5","2,4",5,3,2,3,3,2,6,"D",177,75,"4,5",3,"5,6",1,,3,"1,4",4,13,1989-11-16,"false"
2,1,3,3,,"1,2,3,4,5",2,4,3,8,8,6,9,"D",173,105,"4,3",1,1,1,5,1,4,1,3,1967-12-28,"true"
1,2,3,2,"1,2,3,4,5",,2,6,3,8,8,7,8,"D",175,136,"3,5",5,"6,3",1,9,,,,14,1974-01-04,"true"
2,4,3,1,5,,1,3,3,3,3,3,4,"C",168,73,"3,4,1",3,5,2,"7,8,9,1",,,,5,1979-12-03,"true"
2,3,3,3,,4,5,3,6,3,3,4,3,"C",160,60,"3,4,2",3,5,1,,2,"1,4,10,3,6",,2,1980-10-03,"false"
2,4,2,2,4,5,5,5,2,5,5,3,5,"F",164,80,"4,3,2",3,"5,6",1,,"1,2,3,4","1,10",,13,1991-07-28,"false"
1,1,3,1,"1,3","2,4",6,4,6,3,4,2,4,"C",160,68,"5,4,3",1,"5,2",1,"1,5,8","3,2","4,1","5,1",5,1971-05-21,"true"
1,1,3,2,,"3,4",3,5,5,7,6,5,8,"F",171,94,"3,5",4,"4,2",3,"8,7",2,"4,1",3,2,1971-07-14,"true"
1,1,1,3,"3,4,5","1,2",5,6,5,2,2,2,4,"D",161,56,"4,1",1,"1,5",1,"7,8,9",,,,5,1987-08-24,"true"
4,3,1,1,,2,2,2,2,5,2,1,4,"B",158,57,2,4,5,1,2,4,4,"2,5",6,1968-07-20,"true"
1,1,1,3,"1,3","2,5",2,1,5,4,5,3,4,"C",160,75,5,3,5,2,3,2,1,4,3,1966-09-03,"true"
